5516086615097335807,6207393766317534719,9028228675276318719,7055160881629899775,6569611808572365311,7252636468637948927,
4741948516713822207,5032486759933535743,8126823849691360255,8734954181811302911,7715074267080453119,8199674264417714175,
6243091932829931007,5461336901104865791,8181378074123240447,7830242912611547135,6661616007517897215,6798228500456035327,
5500402425971561471,8790712648068027391,5111817800904809471,6817965320996825599,5476662462042518527,8829738311167775231,
4824146578039015935,7999457384705215487,8053394715048009727,8510058139060028415,5735192003027717119,5274503489285923839,
6740438351702566399,6927543067199831039,5930277223607313919,6010549017283963903,6224418885343675391,7505401209735903231,
8749544789350072831,7646205902057922047,4878162868649615871,5229791070938236927,8523692220959351807,5336759777684854271,
5696134260927309823,5348466220137869823,7893948340670433279,8332547865120374783,6705281785615969791,6356899649027661823,
4959696961472892415,5663100614004276735,9022825074310128639,5156794177449018367,7973144538539057151,5054988533115817471,
7742662758674873343,6868117900619301375,4736577467680234495,5176942975056065023,6713241840304212991,8773910322805904895,
5103107648657832959,4901016588451863551,4815525317553895423,4947205389861224447,8661444255292112383,5014553390490570751,
7495041765254815231,8502268218918610431,8088264306589550079,8010358241028116991,7995126583251549183,8973349246168563711,
8664358050169213951,7355582506384804351,5312942808707798527,5094711907870720511,5688244985544301567,8120690831059168767,
5352011789509139967,8084234509267353087,6217106341785204223,5454141442947016703,7738243744972184575,9076146302674554367,
7045892906701687295,8837956452804395007,5774941994936671743,5341681675676664831,6572435602993901055,6553190386480038911,
7200924704856117759,6678454635143119359,7000016562512500735,4920743549394332671,4949686663660926975,7737319256943899647,
7144381362074336255,5266369742906280959,8192765945644354047,6563519694247111167,5860453345183497215,8148333779502214655,
6669322632014846463,6779259035533166591,8726633864533741055,6020075266651374591,7993599054061636095,7960964149842847231,
6850065076443243519,4804122884505260031,6827988009948931583,7612094211543549439,5611821120865914879,5222373482386211839,
4869798032650735615,8701310357988174335,7804924620328185855,5048516839333803007,5400285508004851199,8978137116372732927,
8672918151871075839,6387290762955273215,7389944431196441087,6757482153685072895,4876877374891258367,8955251350998666239,
6792673397123529727,8113118266394709503,9046963267630085119,8857029817141843455,5820464701087144447,5400727559862647295,
8688837306264548863,5674218778574939647,6999590740815220735,8977081328069660159,7963423168126003199,8763000266204363263,
6067540987186698239,5559843797699072511,5370808021566567935,8044661801410402815,8655160257644435967,8762448192432040447,
8828170765751790591,5902608233254569983,6423588728024977919,7018998676243876351,8195100151772930559,6231675181344513023,
4767140532452539903,7949434932420186111,7177542529184999423,6749987640650119679,6055384174794638335,8960559426915235327,
5417368075782742015,6424726984970760191,6811616794030790655,7321577416967880191,6046489090421635583,5748403608799944703,
6196644130214323199,6123948894331143679,7688013689732679679,8195182350943743487,4940711906758210047,7235589094536645119,
7049095295097878015,6583643421783481343,7665948130650904063,5674585871370091007,7558109933267183103,5847036017683186175,
7462938945670221823,7145954961293812223,7021327031221067775,7940048882809873919,4872135257883490303,8019540312364884479,
6021685937629313023,8014260361590779391,8149148835136873983,9149267771797389823,8170354769312265215,8520980311208167423,
5292342031988611071,6639919503901976575,8546406581034087935,6347492409943214079,7771105447907728383,7407811401402022399,
4710864603439161855,8869751882994933759,7715362834198608383,7822690367198283263,4878064238757447167,5141460907469142015,
5295087228272186367,6416727303569534975,6967097140647446527,7126752820971921919,7434832632508961791,7763961360622931967,
8009139520802522623,8158232690280954367,9044732864446667263,6163251074683658239,8274947358385651711,5458129313122358271,
5495930943184409599,8630933825980179967,7493683244775523327,7628229945588998143,8619799223918147071,8671573517235000831,
8697256810412659711,8150836718112199167,4863913364088870911,8748704028181233663,7038338818161952767,7728837112982146047,
6307753472933879807,4734395108578620415,7804160500222672895,7356850712735172607,5205815885065810431,4688107835306519551,
8469285789880468991,5312868452224678399,4963851690116941823,6853947950763405823,9050484764505667583,8962481978079083519,
9129599183418731007,7290236384084559871,8241989670718680063,8609418673517557247,7285606418234772479,6489046621492811263,
5648135330928173055,4637703555254633471,7761058014080482303,5640880259605203455,4638275329703713791,5140152918343229439,
8773488694792635391,6947133033385198079,6606372029535327743,4799197643946904063,6925466955002107903,7851895731808876543,
5724789796319684607,7996260202860867071,4716121420597164031,7712035052409414655,5968463601050150911,8566072988724104703,
8779900226501090815,7346557965352610815,6241413239962442239,6402937435728013311,5021024275073262591,6230211920202695679,
